"","day","site","new_customer","platform","visits","distinct_sessions","orders","gross_sales","bounces","add_to_cart","product_page_views","search_page_views","conversion_rate","bounce_rate","add_to_cart_rate"
"13157","0013-09-24","Pinnacle","0","MacOSX",377,298,0,17682.9285714286,263,12,379,555,0,0.697612732095491,0.0318302387267905
"13158","0013-09-24","Acme","0","Windows",55793,44213,0,17682.9285714286,22759,2147,104251,241708,0,0.407918556091266,0.038481529941032
"13160","0013-09-24","Acme","0","BlackBerry",103,88,0,17682.9285714286,54,2,87,206,0,0.524271844660194,0.0194174757281553
"13166","0013-09-24","Tabular","0","iOS",2336,1971,0,17682.9285714286,89,302,12569,20110,0,0.0380993150684932,0.129280821917808
"13171","0013-09-24","Pinnacle","0","WindowsPhone",1,1,0,17682.9285714286,1,0,1,1,0,1,0
"13175","0013-09-24","Acme","0","MacOSX",22101,16138,0,17682.9285714286,10512,1052,35676,90539,0,0.475634586670286,0.0475996561241573
"13179","0013-09-24","Pinnacle","0","Android",86,70,0,17682.9285714286,56,2,82,132,0,0.651162790697674,0.0232558139534884
"13181","0013-09-24","Acme","0","Linux",1241,1108,0,17682.9285714286,818,22,2462,3419,0,0.65914585012087,0.0177276390008058
"13184","0013-09-24","Acme","0","iOS",18619,16033,0,17682.9285714286,6269,766,26385,60864,0,0.336699070841613,0.0411407701809979
"13185","0013-09-24","Pinnacle","0","ChromeOS",2,1,0,17682.9285714286,1,0,3,6,0,0.5,0
"13187","0013-09-24","Sortly","0","Windows",35,33,0,17682.9285714286,25,2,62,35,0,0.714285714285714,0.0571428571428571
"13188","0013-09-24","Sortly","0","MacOSX",24,22,0,17682.9285714286,18,1,32,21,0,0.75,0.0416666666666667
"13190","0013-09-24","Sortly","0","iOS",5590,4650,0,17682.9285714286,2831,194,7047,11182,0,0.506440071556351,0.0347048300536673
"13195","0013-09-24","Pinnacle","1","Windows",984,599,0,17682.9285714286,622,15,1365,1267,0,0.632113821138211,0.0152439024390244
"13196","0013-09-24","Sortly","0","ChromeOS",1,0,0,17682.9285714286,0,0,1,1,0,0,0
"13200","0013-09-24","Widgetry","0","iOS",4449,3494,0,17682.9285714286,115,427,54910,69383,0,0.0258485052820859,0.0959766239604405
"13201","0013-09-24","Botly","0","Android",280,229,0,17682.9285714286,157,27,119,236,0,0.560714285714286,0.0964285714285714
"13203","0013-09-24","Sortly","0","WindowsPhone",1,0,0,17682.9285714286,0,0,2,1,0,0,0
"13207","0013-09-24","Acme","0","Android",4383,3875,0,17682.9285714286,1646,96,5108,12512,0,0.37554186630162,0.0219028062970568
"13208","0013-09-24","Acme","0","ChromeOS",248,200,0,17682.9285714286,96,9,423,1029,0,0.387096774193548,0.0362903225806452
"13211","0013-09-24","Pinnacle","0","BlackBerry",3,2,0,17682.9285714286,2,0,2,2,0,0.666666666666667,0
"13215","0013-09-25","Sortly","0","Android",1963,1519,0,16393.4651162791,1068,43,2457,5024,0,0.544065206316862,0.02190524707081
"13221","0013-09-25","Acme","0","ChromeOS",239,194,0,16393.4651162791,93,11,519,1054,0,0.389121338912134,0.0460251046025105
"13225","0013-09-25","Pinnacle","0","BlackBerry",3,2,0,16393.4651162791,2,0,3,2,0,0.666666666666667,0
"13227","0013-09-25","Acme","0","Windows",53219,42304,0,16393.4651162791,21841,1998,100315,227650,0,0.410398541874143,0.0375429827693117
"13228","0013-09-25","Acme","0","BlackBerry",100,88,0,16393.4651162791,53,1,83,179,0,0.53,0.01
"13234","0013-09-25","Sortly","0","ChromeOS",0,0,0,16393.4651162791,0,0,0,0,0,0,0
"13238","0013-09-25","Acme","0","iOS",17784,15366,0,16393.4651162791,5987,741,24830,57922,0,0.336650922177238,0.0416666666666667
"13240","0013-09-25","Pinnacle","0","MacOSX",379,302,0,16393.4651162791,259,11,428,573,0,0.683377308707124,0.029023746701847
"13242","0013-09-25","Pinnacle","0","Windows",1000,629,0,16393.4651162791,624,16,1367,1190,0,0.624,0.016
"13244","0013-09-25","Sortly","0","WindowsPhone",1,0,0,16393.4651162791,0,0,2,2,0,0,0
"13246","0013-09-25","Sortly","0","Linux",5,4,0,16393.4651162791,4,0,4,7,0,0.8,0
"13248","0013-09-25","Pinnacle","0","WindowsPhone",1,1,0,16393.4651162791,1,0,1,1,0,1,0
"13252","0013-09-25","Acme","0","MacOSX",20829,15294,0,16393.4651162791,9946,996,35276,83381,0,0.477507321522877,0.0478179461327956
"13253","0013-09-25","Botly","0","Android",283,231,0,16393.4651162791,153,28,121,329,0,0.540636042402827,0.0989399293286219
"13254","0013-09-25","Sortly","0","Windows",30,27,0,16393.4651162791,18,1,53,18,0,0.6,0.0333333333333333
"13255","0013-09-25","Sortly","0","MacOSX",19,16,0,16393.4651162791,13,1,21,12,0,0.684210526315789,0.0526315789473684
"13257","0013-09-25","Acme","0","WindowsPhone",132,116,0,16393.4651162791,59,3,161,437,0,0.446969696969697,0.0227272727272727
"13258","0013-09-25","Pinnacle","0","Linux",12,10,0,16393.4651162791,9,0,10,8,0,0.75,0
"13259","0013-09-25","Sortly","0","iOS",5207,4365,0,16393.4651162791,2604,180,6624,10665,0,0.500096024582293,0.0345688496255041
"13263","0013-09-25","Sortly","0","BlackBerry",0,0,0,16393.4651162791,0,0,0,0,0,0,0
"13267","0013-09-25","Pinnacle","0","iOS",453,387,0,16393.4651162791,297,11,503,599,0,0.655629139072848,0.0242825607064018
"13269","0013-09-25","Tabular","0","iOS",2241,1902,0,16393.4651162791,80,293,12005,19229,0,0.035698348951361,0.13074520303436
"13270","0013-09-25","Acme","0","Linux",1246,1107,0,16393.4651162791,841,22,2382,3244,0,0.674959871589085,0.0176565008025682
"13272","0013-09-25","Widgetry","0","iOS",4317,3414,0,16393.4651162791,113,419,54672,68605,0,0.0261755848969192,0.0970581422283994
"13280","0013-09-25","Acme","0","Android",4292,3815,0,16393.4651162791,1622,87,4815,11908,0,0.377912395153774,0.0202702702702703
"13285","0013-09-25","Pinnacle","0","ChromeOS",1,1,0,16393.4651162791,1,0,1,1,0,1,0
"13288","0013-09-25","Pinnacle","0","Android",83,67,0,16393.4651162791,58,1,76,111,0,0.698795180722892,0.0120481927710843
"13290","0013-09-26","Acme","0","Linux",1233,1105,0,15983.1707317073,824,19,2320,3042,0,0.668288726682887,0.0154095701540957
"13294","0013-09-26","Pinnacle","0","Windows",848,688,0,15983.1707317073,552,17,1248,1274,0,0.650943396226415,0.0200471698113208
"13296","0013-09-26","Sortly","0","WindowsPhone",0,0,0,15983.1707317073,0,0,1,0,0,0,0
"13297","0013-09-26","Acme","0","MacOSX",19617,14668,0,15983.1707317073,9296,902,34409,78521,0,0.47387470051486,0.0459805270938472
"13299","0013-09-26","Tabular","0","iOS",2200,1860,0,15983.1707317073,81,285,11899,19067,0,0.0368181818181818,0.129545454545455
"13300","0013-09-26","Pinnacle","0","WindowsPhone",2,1,0,15983.1707317073,1,0,2,3,0,0.5,0
"13303","0013-09-26","Pinnacle","0","MacOSX",389,308,0,15983.1707317073,251,9,478,677,0,0.645244215938303,0.0231362467866324
"13310","0013-09-26","Sortly","0","Android",2202,1678,0,15983.1707317073,1178,47,2672,5666,0,0.53496821071753,0.0213442325158946
"13311","0013-09-26","Pinnacle","0","Android",99,82,0,15983.1707317073,66,1,102,132,0,0.666666666666667,0.0101010101010101
"13315","0013-09-26","Sortly","0","Linux",3,3,0,15983.1707317073,2,0,3,5,0,0.666666666666667,0
"13316","0013-09-26","Pinnacle","0","ChromeOS",2,1,0,15983.1707317073,1,0,4,3,0,0.5,0
"13318","0013-09-26","Acme","0","BlackBerry",97,85,0,15983.1707317073,50,1,70,153,0,0.515463917525773,0.0103092783505155
"13320","0013-09-26","Sortly","0","ChromeOS",0,0,0,15983.1707317073,0,0,0,0,0,0,0
"13321","0013-09-26","Acme","0","Android",4350,3858,0,15983.1707317073,1662,92,4988,12056,0,0.382068965517241,0.0211494252873563
"13325","0013-09-26","Acme","0","WindowsPhone",139,122,0,15983.1707317073,62,4,179,429,0,0.446043165467626,0.0287769784172662
"13330","0013-09-26","Sortly","0","BlackBerry",1,0,0,15983.1707317073,1,0,1,0,0,1,0
"13334","0013-09-26","Acme","0","iOS",18587,16011,0,15983.1707317073,6572,723,25070,58638,0,0.353580459460914,0.0388981546241997
"13340","0013-09-26","Sortly","0","MacOSX",18,16,0,15983.1707317073,14,1,18,11,0,0.777777777777778,0.0555555555555556
"13341","0013-09-26","Pinnacle","0","Linux",18,17,0,15983.1707317073,16,1,9,14,0,0.888888888888889,0.0555555555555556
"13343","0013-09-26","Pinnacle","0","iOS",494,423,0,15983.1707317073,318,13,535,780,0,0.643724696356275,0.0263157894736842
"13345","0013-09-26","Botly","0","Android",280,229,0,15983.1707317073,155,23,114,294,0,0.553571428571429,0.0821428571428571
"13355","0013-09-26","Sortly","0","Windows",25,23,0,15983.1707317073,16,1,40,26,0,0.64,0.04
"13356","0013-09-26","Pinnacle","0","BlackBerry",3,2,0,15983.1707317073,2,0,1,3,0,0.666666666666667,0
"13359","0013-09-26","Sortly","0","iOS",5737,4783,0,15983.1707317073,2935,178,7009,11369,0,0.511591424089245,0.0310266689907617
"13360","0013-09-26","Acme","0","Windows",51273,42020,0,15983.1707317073,20827,1940,96424,220470,0,0.406198193981238,0.0378366781736977
"13362","0013-09-26","Widgetry","0","iOS",4150,3291,0,15983.1707317073,106,385,51864,65326,0,0.0255421686746988,0.0927710843373494
"13364","0013-09-26","Acme","0","ChromeOS",236,192,0,15983.1707317073,98,8,492,939,0,0.415254237288136,0.0338983050847458
"13365","0013-09-27","Sortly","0","Android",1913,1468,0,13824.2820512821,1033,40,2350,4690,0,0.539989545216937,0.0209095661265029
"13373","0013-09-27","Pinnacle","0","Android",87,68,0,13824.2820512821,60,1,85,94,0,0.689655172413793,0.0114942528735632
"13375","0013-09-27","Acme","0","Android",4012,3558,0,13824.2820512821,1550,83,4505,10794,0,0.386340977068794,0.0206879361914257
"13377","0013-09-27","Acme","0","WindowsPhone",134,117,0,13824.2820512821,61,4,150,401,0,0.455223880597015,0.0298507462686567
"13380","0013-09-27","Pinnacle","0","Linux",83,81,0,13824.2820512821,80,0,10,81,0,0.963855421686747,0
"13384","0013-09-27","Pinnacle","0","WindowsPhone",1,0,0,13824.2820512821,0,0,1,1,0,0,0
"13385","0013-09-27","Sortly","0","Linux",5,4,0,13824.2820512821,3,0,7,8,0,0.6,0
"13386","0013-09-27","Sortly","0","Windows",21,19,0,13824.2820512821,14,1,34,18,0,0.666666666666667,0.0476190476190476
"13388","0013-09-27","Acme","0","Windows",47886,38087,0,13824.2820512821,20024,1719,90964,196935,0,0.4181597961826,0.0358977571732866
"13394","0013-09-27","Pinnacle","0","Windows",933,572,0,13824.2820512821,567,12,1392,1100,0,0.607717041800643,0.0128617363344051
"13396","0013-09-27","Pinnacle","0","ChromeOS",2,1,0,13824.2820512821,1,0,7,8,0,0.5,0
"13397","0013-09-27","Sortly","0","iOS",5004,4172,0,13824.2820512821,2598,155,6188,9676,0,0.519184652278177,0.0309752198241407
"13399","0013-09-27","Tabular","0","iOS",2099,1782,0,13824.2820512821,65,264,11405,18380,0,0.0309671272034302,0.125774178180086
"13410","0013-09-27","Sortly","0","WindowsPhone",0,0,0,13824.2820512821,0,0,0,0,0,0,0
"13412","0013-09-27","Widgetry","0","iOS",3918,3114,0,13824.2820512821,91,375,51113,62452,0,0.023226135783563,0.0957120980091884
"13413","0013-09-27","Pinnacle","0","BlackBerry",3,3,0,13824.2820512821,2,0,2,4,0,0.666666666666667,0
"13416","0013-09-27","Pinnacle","0","MacOSX",330,265,0,13824.2820512821,209,9,407,563,0,0.633333333333333,0.0272727272727273
"13417","0013-09-27","Botly","0","Android",283,234,0,13824.2820512821,159,24,84,243,0,0.561837455830389,0.0848056537102474
"13419","0013-09-27","Acme","0","MacOSX",17666,13275,0,13824.2820512821,8329,812,31682,72138,0,0.471470621532888,0.0459639986414582
"13425","0013-09-27","Acme","0","Linux",1209,1088,0,13824.2820512821,828,20,2253,2873,0,0.684863523573201,0.0165425971877585
"13426","0013-09-27","Sortly","1","MacOSX",14,12,0,13824.2820512821,12,1,15,8,0,0.857142857142857,0.0714285714285714
"13428","0013-09-27","Acme","0","ChromeOS",215,177,0,13824.2820512821,86,10,476,867,0,0.4,0.0465116279069767
"13430","0013-09-27","Acme","0","iOS",17489,15058,0,13824.2820512821,6216,678,24011,55540,0,0.355423408999943,0.0387672251129281
"13432","0013-09-27","Acme","0","BlackBerry",94,79,0,13824.2820512821,50,1,69,149,0,0.531914893617021,0.0106382978723404
"13435","0013-09-27","Pinnacle","0","iOS",435,373,0,13824.2820512821,276,9,460,636,0,0.63448275862069,0.0206896551724138
"13436","0013-09-27","Sortly","0","BlackBerry",0,0,0,13824.2820512821,0,0,1,1,0,0,0
"13442","0013-09-28","Acme","0","BlackBerry",102,89,0,13347.756097561,52,1,92,228,0,0.509803921568627,0.00980392156862745
"13446","0013-09-28","Pinnacle","0","WindowsPhone",1,1,0,13347.756097561,1,0,2,4,0,1,0
"13449","0013-09-28","Sortly","0","MacOSX",15,13,0,13347.756097561,11,1,21,17,0,0.733333333333333,0.0666666666666667
"13450","0013-09-28","Sortly","0","BlackBerry",1,0,0,13347.756097561,1,0,1,1,0,1,0
"13451","0013-09-28","Sortly","0","Android",1978,1534,0,13347.756097561,1047,44,2560,5291,0,0.529322548028311,0.0222446916076845
"13456","0013-09-28","Pinnacle","0","Linux",9,7,0,13347.756097561,6,0,6,13,0,0.666666666666667,0
"13459","0013-09-28","Widgetry","0","iOS",4463,3572,0,13347.756097561,96,445,62534,76660,0,0.0215101949361416,0.0997087161102398
"13461","0013-09-28","Pinnacle","0","Android",88,71,0,13347.756097561,56,2,103,148,0,0.636363636363636,0.0227272727272727
"13467","0013-09-28","Tabular","0","iOS",2843,2378,0,13347.756097561,98,385,16877,26960,0,0.0344706296166022,0.135420330636651
"13472","0013-09-28","Acme","0","iOS",22183,18987,0,13347.756097561,7391,907,32579,77144,0,0.333183068115223,0.0408871658477212
"13473","0013-09-28","Acme","0","MacOSX",19164,14298,0,13347.756097561,8553,964,37618,87360,0,0.44630557294928,0.0503026508035901
"13475","0013-09-28","Pinnacle","1","Windows",860,456,0,13347.756097561,524,11,1299,911,0,0.609302325581395,0.0127906976744186
"13476","0013-09-28","Pinnacle","0","iOS",474,404,0,13347.756097561,294,13,529,733,0,0.620253164556962,0.0274261603375527
"13477","0013-09-28","Sortly","0","iOS",5574,4653,0,13347.756097561,2736,179,7212,11875,0,0.490850376749193,0.032113383566559
"13482","0013-09-28","Acme","0","Android",4808,4281,0,13347.756097561,1783,95,5749,13990,0,0.370840266222962,0.0197587354409318
"13483","0013-09-28","Sortly","0","Windows",16,14,0,13347.756097561,9,1,32,24,0,0.5625,0.0625
"13485","0013-09-28","Acme","0","Windows",42571,33422,0,13347.756097561,18018,1566,87961,181401,0,0.423245871602734,0.0367856052242137
"13490","0013-09-28","Pinnacle","0","BlackBerry",3,2,0,13347.756097561,2,0,4,8,0,0.666666666666667,0
"13497","0013-09-28","Botly","0","Android",311,256,0,13347.756097561,171,28,146,370,0,0.54983922829582,0.090032154340836
"13500","0013-09-28","Sortly","0","WindowsPhone",1,1,0,13347.756097561,1,0,1,3,0,1,0
"13503","0013-09-28","Pinnacle","0","MacOSX",326,264,0,13347.756097561,201,10,443,631,0,0.616564417177914,0.0306748466257669
"13504","0013-09-28","Acme","0","Linux",1286,1148,0,13347.756097561,829,25,2606,3750,0,0.644634525660964,0.0194401244167963
"13506","0013-09-28","Sortly","0","Linux",5,4,0,13347.756097561,3,0,7,11,0,0.6,0
"13508","0013-09-28","Acme","0","WindowsPhone",153,135,0,13347.756097561,74,3,179,419,0,0.483660130718954,0.0196078431372549
"13511","0013-09-28","Pinnacle","0","ChromeOS",2,1,0,13347.756097561,1,0,4,5,0,0.5,0
"13513","0013-09-28","Acme","0","ChromeOS",246,198,0,13347.756097561,91,9,535,1076,0,0.369918699186992,0.0365853658536585
"13516","0013-09-28","Sortly","0","ChromeOS",0,0,0,13347.756097561,0,0,0,0,0,0,0
"13528","0013-09-29","Widgetry","0","iOS",4962,3948,0,16661.2790697674,111,518,71399,90400,0,0.0223700120918984,0.104393389762193
"13530","0013-09-29","Acme","0","WindowsPhone",146,127,0,16661.2790697674,66,3,176,515,0,0.452054794520548,0.0205479452054795
"13533","0013-09-29","Pinnacle","0","BlackBerry",2,2,0,16661.2790697674,1,0,1,2,0,0.5,0
"13534","0013-09-29","Pinnacle","0","MacOSX",400,323,0,16661.2790697674,253,11,532,727,0,0.6325,0.0275
"13540","0013-09-29","Sortly","0","Android",2142,1685,0,16661.2790697674,1144,51,2865,5919,0,0.534080298786181,0.0238095238095238
"13541","0013-09-29","Acme","0","MacOSX",24154,17706,0,16661.2790697674,10916,1257,46821,108489,0,0.451933427175623,0.0520410698021032
"13542","0013-09-29","Pinnacle","0","iOS",535,455,0,16661.2790697674,338,13,608,801,0,0.631775700934579,0.0242990654205607
"13543","0013-09-29","Pinnacle","0","Linux",10,8,0,16661.2790697674,6,1,9,16,0,0.6,0.1
"13548","0013-09-29","Pinnacle","0","Android",97,78,0,16661.2790697674,64,1,109,134,0,0.65979381443299,0.0103092783505155
"13554","0013-09-29","Sortly","0","BlackBerry",0,0,0,16661.2790697674,0,0,0,0,0,0,0
"13555","0013-09-29","Tabular","0","iOS",3329,2754,0,16661.2790697674,106,459,19753,31700,0,0.0318413938119555,0.137879243015921
"13556","0013-09-29","Sortly","0","WindowsPhone",1,0,0,16661.2790697674,0,0,3,0,0,0,0
"13560","0013-09-29","Sortly","0","Linux",6,6,0,16661.2790697674,5,0,6,8,0,0.833333333333333,0
"13563","0013-09-29","Pinnacle","0","ChromeOS",3,2,0,16661.2790697674,1,0,3,8,0,0.333333333333333,0
"13566","0013-09-29","Sortly","0","ChromeOS",0,0,0,16661.2790697674,0,0,0,0,0,0,0
"13568","0013-09-29","Acme","0","ChromeOS",314,253,0,16661.2790697674,116,12,744,1476,0,0.369426751592357,0.0382165605095541
"13569","0013-09-29","Sortly","0","MacOSX",16,14,0,16661.2790697674,12,1,15,10,0,0.75,0.0625
"13575","0013-09-29","Sortly","0","Windows",19,17,0,16661.2790697674,11,1,31,11,0,0.578947368421053,0.0526315789473684
"13577","0013-09-29","Acme","0","Android",5334,4732,0,16661.2790697674,1927,113,6696,16082,0,0.361267341582302,0.0211848518935133
"13578","0013-09-29","Acme","0","Linux",1419,1249,0,16661.2790697674,889,26,2625,4288,0,0.626497533474278,0.018322762508809
"13585","0013-09-29","Acme","0","BlackBerry",109,94,0,16661.2790697674,57,3,92,214,0,0.522935779816514,0.0275229357798165
"13587","0013-09-29","Acme","0","Windows",49188,38289,0,16661.2790697674,20772,1843,97514,209257,0,0.422298121493047,0.0374684882491665
"13588","0013-09-29","Acme","0","iOS",25575,21761,0,16661.2790697674,8422,1101,37851,91500,0,0.32930596285435,0.043049853372434
"13589","0013-09-29","Botly","0","Android",306,255,0,16661.2790697674,163,32,128,315,0,0.532679738562091,0.104575163398693
"13591","0013-09-29","Pinnacle","1","Windows",919,495,0,16661.2790697674,552,13,1358,1043,0,0.600652883569097,0.014145810663765
"13593","0013-09-29","Sortly","0","iOS",6109,5081,0,16661.2790697674,2982,214,8344,13609,0,0.488132263872974,0.0350302831887379
"13595","0013-09-29","Pinnacle","0","WindowsPhone",2,1,0,16661.2790697674,1,0,2,3,0,0.5,0
"13606","0013-09-30","Acme","0","BlackBerry",105,88,0,17509.976744186,55,1,85,192,0,0.523809523809524,0.00952380952380952
"13608","0013-09-30","Tabular","0","iOS",2303,1943,0,17509.976744186,74,297,12288,19893,0,0.032132001736865,0.128962223187147
"13610","0013-09-30","Pinnacle","0","BlackBerry",3,2,0,17509.976744186,2,0,4,4,0,0.666666666666667,0
"13611","0013-09-30","Sortly","0","Windows",27,25,0,17509.976744186,17,2,51,41,0,0.62962962962963,0.0740740740740741
"13613","0013-09-30","Acme","0","Android",4482,3986,0,17509.976744186,1732,89,5096,12045,0,0.386434627398483,0.0198572066041946
"13614","0013-09-30","Botly","0","Android",278,228,0,17509.976744186,155,25,126,314,0,0.557553956834532,0.0899280575539568
"13616","0013-09-30","Sortly","0","BlackBerry",1,0,0,17509.976744186,1,0,1,0,0,1,0
"13618","0013-09-30","Pinnacle","0","ChromeOS",2,1,0,17509.976744186,1,0,2,1,0,0.5,0
"13621","0013-09-30","Sortly","0","WindowsPhone",1,0,0,17509.976744186,1,0,2,0,0,1,0
"13624","0013-09-30","Widgetry","0","iOS",4304,3396,0,17509.976744186,108,418,55077,68379,0,0.025092936802974,0.0971189591078067
"13631","0013-09-30","Acme","0","ChromeOS",288,227,0,17509.976744186,119,11,587,1120,0,0.413194444444444,0.0381944444444444
"13635","0013-09-30","Sortly","0","Linux",5,4,0,17509.976744186,3,0,6,8,0,0.6,0
"13639","0013-09-30","Pinnacle","0","Android",79,63,0,17509.976744186,50,1,87,106,0,0.632911392405063,0.0126582278481013
"13641","0013-09-30","Acme","0","Linux",1293,1158,0,17509.976744186,861,22,1742,3179,0,0.665893271461717,0.017014694508894
"13643","0013-09-30","Pinnacle","0","WindowsPhone",3,2,0,17509.976744186,2,0,2,1,0,0.666666666666667,0
